# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-ENAD-34
# Selected columns: 11 (all)
# Timestamp: Wed, 16-Jul-2025 14:08:40
Gene ID	Gene Name	CD14-positive, CD16-negative classical monocyte, non smoker	CD14-positive, CD16-negative classical monocyte, not available	CD14-positive, CD16-negative classical monocyte, past smoker	CD4-positive, alpha-beta T cell, non smoker	CD4-positive, alpha-beta T cell, not available	CD4-positive, alpha-beta T cell, past smoker	CD4-positive, alpha-beta T cell, smoker	mature neutrophil, non smoker	mature neutrophil, not available	mature neutrophil, past smoker	mature neutrophil, smoker
ENSG00000206503	HLA-A	360.0	370.0	370.0	333.0	313.0	335.0	294.0	482.0	466.0	481.0	522.0
ENSG00000206527	HACD2	11.0	11.0	11.0	10.0	10.0	10.0	11.0	0.9	0.9	0.9	0.8
ENSG00000206530	CFAP44	0.6	0.6	0.6	3.0	3.0	3.0	4.0	0.2	0.2	0.2	0.2
ENSG00000206535	LNP1	0.2	0.2	0.2	0.7	0.7	0.7	0.5				
ENSG00000206557	TRIM71	0.2	0.2	0.2								
ENSG00000206559	ZCWPW2	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.1	0.1	0.1	
ENSG00000206560	ANKRD28	5.0	5.0	5.0	9.0	9.0	9.0	10.0	3.0	3.0	3.0	2.0
ENSG00000206561	COLQ	0.6	0.7	0.5	0.7	0.7	0.7	0.9	0.1	0.1	0.1	0.1
ENSG00000206562	METTL6	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5	0.5	0.4	0.3
ENSG00000206567	ENSG00000206567	0.3	0.3	0.3	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.6
ENSG00000206573	THUMPD3-AS1	8.0	8.0	8.0	10.0	10.0	10.0	10.0	6.0	5.0	6.0	5.0
ENSG00000206582	Y_RNA	0.3	0.3	0.3	1.0	1.0	1.0	0.7	0.4	0.3	0.3	0.7
ENSG00000206583	RNU6-1292P							0.3				
ENSG00000206585	RNVU1-7	13.0	13.0	15.0	11.0	9.0	11.0	8.0	1.0	2.0	1.0	4.0
ENSG00000206588	RNU1-28P	0.7	0.8	0.7	0.3	0.2	0.4	0.4				
ENSG00000206589	RNU6-354P						0.3	0.5				
ENSG00000206592	ENSG00000206592						0.3	2.0				
ENSG00000206593	RNU6-47P	0.3	0.3	0.3				0.6				
ENSG00000206595	RNU6-877P	2.0	2.0	2.0	0.5	0.5	0.8	0.6	2.0	2.0	2.0	0.3
ENSG00000206596	RNU1-27P	2.0	3.0	3.0		0.2	0.2	0.4	0.2		0.2	
ENSG00000206599	RNU6-841P							0.3				
ENSG00000206601	RNU6-431P	0.7	0.9	0.9	3.0	4.0	3.0	3.0				
ENSG00000206603	SNORA22B	2.0	2.0	2.0	2.0	2.0	2.0	0.6	0.5	0.5	0.5	0.5
ENSG00000206604	RNU6-425P	0.5	0.4	0.8	1.0	1.0	0.8					
ENSG00000206605	RNU6-946P	7.0	7.0	7.0	3.0	3.0	3.0	7.0	11.0	11.0	12.0	4.0
ENSG00000206609	SNORD116-11				2.0	1.0	1.0	0.7				
ENSG00000206612	SNORA2A	4.0	5.0	4.0	13.0	11.0	12.0	14.0	3.0	3.0	3.0	4.0
ENSG00000206615	RNU6-338P											0.5
ENSG00000206617	RNY1P5				3.0	2.0	3.0	0.3				
ENSG00000206621	SNORD116-14	1.0	1.0	1.0	20.0	18.0	20.0	14.0				
ENSG00000206622	SNORA69	0.4	0.4	0.4	0.6	0.4	0.6	0.7		0.2		0.3
ENSG00000206623	RNU6-979P	4.0	4.0	4.0		0.4			2.0	2.0	2.0	2.0
ENSG00000206625	RNU6-1	1.0	1.0	1.0	2.0	3.0	2.0	2.0	0.3	0.2	0.3	4.0
ENSG00000206627	RNU6-969P	2.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	5.0	4.0	7.0
ENSG00000206629	RNU1-63P	0.3	0.4	0.3	2.0	2.0	2.0	1.0				0.2
ENSG00000206633	SNORA80B	7.0	9.0	7.0	10.0	7.0	9.0	7.0	4.0	5.0	4.0	7.0
ENSG00000206634	SNORA22	8.0	7.0	8.0	35.0	27.0	39.0	22.0	24.0	25.0	25.0	7.0
ENSG00000206635	RNU6-1062P	7.0	7.0	7.0	0.4	0.4	0.4	2.0	9.0	8.0	11.0	3.0
ENSG00000206636	Y_RNA								1.0	2.0	2.0	1.0
ENSG00000206638	RNU6-672P	2.0	1.0	1.0		0.4	0.4		1.0	2.0	2.0	0.3
ENSG00000206640	Y_RNA		0.2						0.4	0.3	0.7	0.3
ENSG00000206644	RNU6-1279P	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0
ENSG00000206645	Y_RNA	5.0	5.0	5.0	1.0	0.9	1.0	0.7	4.0	3.0	3.0	0.7
ENSG00000206650	SNORA70G	33.0	31.0	31.0	14.0	15.0	14.0	13.0	17.0	15.0	20.0	8.0
ENSG00000206651	Y_RNA	26.0	25.0	22.0	11.0	12.0	11.0	4.0	19.0	18.0	21.0	18.0
ENSG00000206652	RNU1-1	4.0	5.0	5.0	7.0	7.0	7.0	5.0	2.0	2.0	2.0	1.0
ENSG00000206654	RNU6-608P	0.5	0.5	0.3								
ENSG00000206656	SNORD116-17				5.0	7.0	6.0	4.0				
ENSG00000206659	Y_RNA		0.2		0.9	0.8	1.0	0.7				
ENSG00000206663	Y_RNA	0.5	0.5	0.5	0.4	0.4	0.4	1.0	1.0	1.0	1.0	0.7
ENSG00000206669	Y_RNA	0.3	0.4	0.5	2.0	3.0	2.0	2.0	0.3	0.3	0.4	1.0
ENSG00000206674	RNU6-945P				0.8	0.5	0.6	1.0				
ENSG00000206675	RNU6-32P	3.0	2.0	3.0	4.0	3.0	4.0	2.0	0.6	0.4	0.6	0.7
ENSG00000206682	Y_RNA	0.3	0.4	0.3	1.0	0.7	0.7	1.0				
ENSG00000206686	RNU6-1036P								0.3	0.1		
ENSG00000206687	RNU1-109P				4.0	3.0	3.0	3.0				
ENSG00000206688	SNORD116-18	0.9	1.0	1.0	39.0	37.0	38.0	27.0				0.8
ENSG00000206690	Y_RNA		0.2									
ENSG00000206695	RNU6-442P				10.0	10.0	9.0	13.0				
ENSG00000206698	RNU1-73P	1.0	1.0	1.0	3.0	2.0	3.0	3.0				
ENSG00000206699	Y_RNA	4.0	4.0	4.0	2.0	2.0	2.0	1.0	7.0	7.0	8.0	3.0
ENSG00000206700	RNU6-723P	2.0	1.0	2.0					0.6	0.7	0.6	
ENSG00000206702	RNU1-11P			0.2					0.2	0.1	0.2	
ENSG00000206703	RNU6-128P	7.0	8.0	7.0	0.5	0.7	0.6			0.3	0.2	
ENSG00000206704	Y_RNA	0.7	0.7	0.8		0.8	0.6	0.7	1.0	2.0	2.0	0.5
ENSG00000206705	Y_RNA	0.5	0.5	0.5					0.3		0.3	
ENSG00000206710	RNU6-147P									0.2	0.3	0.3
ENSG00000206712	RNU6-26P		0.2		0.7	0.8	0.7	0.6	0.3	0.3	0.3	
ENSG00000206713	Y_RNA	0.8	0.9	0.9					2.0	2.0	2.0	0.6
ENSG00000206715	RNU6-444P	3.0	3.0	3.0	2.0	1.0	2.0	0.6	1.0	1.0	1.0	0.3
ENSG00000206717	Y_RNA	2.0	2.0	2.0			0.4	0.7				
ENSG00000206727	SNORD116-9				3.0	3.0	3.0	0.7				
ENSG00000206728	Y_RNA	13.0	13.0	13.0	2.0	2.0	2.0	3.0				
ENSG00000206731	ENSG00000206731	2.0	2.0	1.0	4.0	4.0	5.0	4.0	0.2		0.2	
ENSG00000206732	RNU6-936P	8.0	8.0	7.0	3.0	4.0	3.0	0.3	32.0	31.0	33.0	23.0
ENSG00000206734	Y_RNA	3.0	3.0	3.0	1.0	0.8	1.0		6.0	5.0	6.0	4.0
ENSG00000206737	RNVU1-18	0.2	0.3	0.2	4.0	5.0	5.0		0.2	0.4	0.4	3.0
ENSG00000206738	Y_RNA	1.0	1.0	1.0	0.1	0.4	0.2		2.0	2.0	2.0	1.0
ENSG00000206739	Y_RNA	7.0	7.0	6.0	9.0	11.0	9.0	8.0	22.0	22.0	24.0	16.0
ENSG00000206741	Y_RNA	0.7	1.0	0.5					1.0	1.0	2.0	1.0
ENSG00000206743	RNU6-484P	4.0	4.0	3.0	4.0	4.0	4.0	5.0				0.3
ENSG00000206746	RNU6-142P	4.0	4.0	4.0	0.5	0.5	0.6		2.0	2.0	3.0	1.0
ENSG00000206747	RNU6-245P	0.7	0.6	0.5	0.5	0.6	0.5		1.0	0.7	1.0	0.3
ENSG00000206754	SNORD101	18.0	18.0	18.0	41.0	42.0	42.0	31.0	2.0	2.0	2.0	
ENSG00000206755	SNORA30	7.0	7.0	7.0	4.0	4.0	4.0	0.7	6.0	5.0	6.0	4.0
ENSG00000206756	Y_RNA	2.0	3.0	2.0	2.0	1.0	2.0		2.0	2.0	2.0	1.0
ENSG00000206759	RNU6-787P	1.0	1.0	1.0	2.0	1.0	2.0					
ENSG00000206762	RNU6-418P	1.0	0.9	1.0	7.0	6.0	7.0	11.0		0.2		
ENSG00000206763	RNU6-10P	0.3	0.4	0.3	1.0	2.0	1.0	0.6				
ENSG00000206766	RNU6-435P	0.7	1.0	0.7								
ENSG00000206768	Y_RNA	5.0	5.0	5.0	2.0	2.0	2.0	2.0	8.0	7.0	9.0	2.0
ENSG00000206772	RNU6-44P	0.2		0.2				0.6	0.3	0.2	0.4	
ENSG00000206775	SNORD37	4.0	4.0	4.0	7.0	7.0	9.0	2.0	2.0	2.0	2.0	3.0
ENSG00000206778	RNU6-213P	0.5	0.5	0.5	1.0	1.0	1.0	0.6	0.3	0.2	0.3	
ENSG00000206779	Y_RNA	4.0	4.0	4.0	2.0	2.0	2.0	2.0	0.7	0.7	0.7	0.5
ENSG00000206781	Y_RNA	0.6	0.7	0.7	0.4	0.5	0.4	0.6	0.9	0.9	0.8	1.0
ENSG00000206784	Y_RNA	2.0	2.0	2.0	2.0	2.0	2.0	0.6	2.0	2.0	2.0	
ENSG00000206785	SNORA15B-2	0.2	0.2	0.2	0.7	0.9	0.9					0.4
ENSG00000206786	RNU6-701P	2.0	2.0	2.0	2.0	3.0	2.0		0.5	0.3	0.3	0.8
ENSG00000206797	Y_RNA	2.0	1.0	2.0	0.9	0.8	1.0		2.0	2.0	2.0	3.0
ENSG00000206807	RNU6-815P				0.5	0.6	0.5				0.2	0.6
ENSG00000206808	Y_RNA					0.4	0.2					
ENSG00000206814	Y_RNA	0.7	0.5	0.5					0.3	0.1	0.2	
ENSG00000206815	RNU6-483P				0.4	0.6	0.4	0.5				
ENSG00000206816	Y_RNA	3.0	4.0	3.0	5.0	6.0	6.0	3.0	2.0	3.0	3.0	0.9
ENSG00000206819	RNU6-260P	6.0	5.0	6.0	3.0	3.0	3.0	0.6	3.0	2.0	3.0	1.0
ENSG00000206822	Y_RNA	0.6	0.5	0.5	2.0	2.0	2.0	0.8				
ENSG00000206824	Y_RNA	3.0	3.0	3.0	2.0	3.0	3.0		2.0	2.0	2.0	0.9
ENSG00000206828	RNVU1-30	124.0	130.0	122.0	22.0	21.0	21.0	25.0	2.0	3.0	2.0	4.0
ENSG00000206832	RNU6V	10.0	10.0	10.0	4.0	3.0	4.0	5.0	21.0	18.0	23.0	17.0
ENSG00000206838	SNORA5A	23.0	24.0	24.0	62.0	55.0	59.0	39.0	18.0	17.0	15.0	14.0
ENSG00000206846	Y_RNA	0.3	0.3	0.3								
ENSG00000206847	Y_RNA	2.0	2.0	2.0		0.4						
ENSG00000206848	RNU6-890P	8.0	9.0	8.0	5.0	6.0	5.0	5.0	44.0	42.0	46.0	39.0
ENSG00000206855	RNU6-571P	0.3	0.3	0.4	2.0	3.0	3.0	0.6	0.7	0.5	0.8	0.3
ENSG00000206859	RNU6-767P	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.7	0.7	0.7	1.0
ENSG00000206862	Y_RNA	1.0	1.0	1.0	1.0	2.0	1.0	0.9	5.0	4.0	4.0	4.0
ENSG00000206863	RNU5A-6P	0.5	0.8	0.5	4.0	4.0	4.0	2.0				
ENSG00000206865	Y_RNA	1.0	2.0	1.0	1.0	1.0	0.9		0.3	0.3	0.3	
ENSG00000206875	RNU6-761P	0.8	0.8	0.7	16.0	14.0	13.0	12.0	5.0	5.0	5.0	4.0
ENSG00000206878	ENSG00000206878							0.2				
ENSG00000206880	RNU6-1310P	1.0	1.0	1.0					0.7	0.6	0.9	
ENSG00000206881	RNU6-190P	3.0	2.0	3.0	2.0	2.0	2.0	1.0	5.0	5.0	6.0	4.0
ENSG00000206885	SNORA75	16.0	16.0	14.0	31.0	32.0	32.0	37.0	2.0	2.0	2.0	3.0
ENSG00000206887	RNU6-1008P	0.3	0.1	0.3		0.3		0.6				
ENSG00000206888	RNU6-48P	0.6	0.6	0.5	5.0	5.0	4.0	3.0	2.0	2.0	2.0	3.0
ENSG00000206892	RNU6-42P	0.5	0.2	0.5	0.4			0.6	2.0	2.0	2.0	0.5
ENSG00000206897	SNORA9B	2.0	2.0	2.0	4.0	4.0	4.0	5.0	0.3	0.3	0.3	0.5
ENSG00000206899	RNU6-36P	0.3	0.3	0.3	0.4	0.4	0.4		0.3	0.3	0.3	0.8
ENSG00000206903	SNORA24B	0.2	0.3	0.2	2.0	2.0	2.0		1.0	2.0	1.0	2.0
ENSG00000206907	RNU6-1013P								1.0	1.0	2.0	0.8
ENSG00000206908	RNU1-136P			0.1					1.0	1.0	2.0	2.0
ENSG00000206913	ENSG00000206913	0.6	0.6	0.4	2.0	2.0	2.0	1.0	0.4	0.3	0.2	1.0
ENSG00000206914	Y_RNA	1.0	0.8	0.9	2.0	2.0	2.0	1.0	1.0	1.0	0.8	0.3
ENSG00000206921	RNU6-481P	1.0	1.0	1.0	0.6	0.7	0.6	0.9	1.0	1.0	1.0	0.7
ENSG00000206922	RNU6-80P	0.3		0.3	1.0	1.0	1.0	2.0				
ENSG00000206923	RNU6-432P	2.0	2.0	2.0					0.3	0.2	0.3	
ENSG00000206924	RNU6-689P	0.4	0.6	0.4	1.0	0.9	1.0	1.0				
ENSG00000206925	Y_RNA	0.3	0.3	0.3	0.3		0.3	0.3	0.5	0.6	0.3	
ENSG00000206926	RNU6-1024P	7.0	7.0	7.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	4.0
ENSG00000206931	RNU6-1042P	1.0	1.0	1.0				0.6	2.0	1.0	2.0	3.0
ENSG00000206932	RNU6-4P				9.0	10.0	10.0	8.0				7.0
ENSG00000206935	RNU6-514P	2.0	2.0	2.0	0.1	0.4			0.4	0.3	0.3	
ENSG00000206936	RNU4-52P							0.2		0.2	0.2	
ENSG00000206937	SNORA70B	2.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	3.0	3.0
ENSG00000206938	RNU4-31P	2.0	2.0	2.0	0.9	1.0	0.9	1.0	3.0	2.0	3.0	1.0
ENSG00000206941	SNORD15A	0.2	0.2	0.2	0.7	0.6	0.8	0.4	0.2	0.2	0.2	
ENSG00000206948	SNORA36A				0.9	1.0	0.6	1.0				
ENSG00000206954	RNU6-1201P	1.0	1.0	0.9	0.7	0.9	1.0	0.3	1.0	1.0	1.0	1.0
ENSG00000206957	Y_RNA	0.3	0.3	0.3	2.0	3.0	2.0	1.0	2.0	2.0	2.0	4.0
ENSG00000206959	Y_RNA			0.1					1.0	0.7	1.0	0.9
ENSG00000206962	RNU6-74P	0.7	0.5	0.5	0.4	0.7	0.5	0.6				
ENSG00000206963	RNU6-675P	0.9	0.8	0.9	4.0	6.0	5.0	2.0	0.3	0.2	0.3	0.7
ENSG00000206964	Y_RNA	0.9	0.9	0.8	0.3	0.4	0.4	0.5			0.3	
ENSG00000206965	RNU6-5P	7.0	6.0	7.0	22.0	23.0	23.0	14.0	62.0	60.0	62.0	27.0
ENSG00000206969	RNU6-1316P	2.0	2.0	2.0	0.7	0.7	0.7		1.0	1.0	1.0	0.8
ENSG00000206970	RNU6-474P				2.0	2.0	2.0	0.9				
ENSG00000206976	ENSG00000206976	4.0	4.0	4.0	2.0	2.0	2.0	1.0	4.0	4.0	4.0	2.0
ENSG00000206977	ENSG00000206977	0.3	0.2	0.2						0.2	0.2	
ENSG00000206980	RNU6-662P			0.3				0.6				
ENSG00000206985	RNU6-198P	4.0	4.0	4.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	4.0
ENSG00000206987	U8	0.6	0.5	0.5								
ENSG00000206989	SNORD63	3.0	3.0	3.0	9.0	8.0	9.0	7.0	0.8	0.5	0.4	
ENSG00000206991	RNU6-610P				0.4	0.5	0.4	0.3				
ENSG00000206992	RNU6-574P	4.0	4.0	4.0	1.0	1.0	1.0	3.0	0.6	0.7	0.6	0.7
ENSG00000206995	Y_RNA	0.5	0.6	0.5	7.0	8.0	8.0	10.0				
ENSG00000206997	RNU6-524P	0.3	0.3	0.3								
ENSG00000207000	RNU6-820P	0.6	0.5	0.6					0.9	0.7	0.9	0.8
ENSG00000207001	SNORD116-2				5.0	5.0	5.0	1.0				
ENSG00000207003	RNU6-611P	5.0	4.0	4.0	3.0	2.0	3.0	4.0	6.0	6.0	7.0	7.0
ENSG00000207005	RNU1-2	21.0	20.0	23.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	3.0
ENSG00000207008	SNORA54	32.0	35.0	31.0	1031.0	831.0	1166.0	1406.0	81.0	89.0	78.0	206.0
ENSG00000207009	Y_RNA	0.8	0.8	0.8	0.4	0.4	0.3	0.5				
ENSG00000207010	RNU6-318P									0.1		
ENSG00000207012	RNU6-72P	1.0	0.8	1.0							0.4	0.7
ENSG00000207014	SNORD116-3				1.0	2.0	2.0					
ENSG00000207016	SNORA36C	0.5	0.4	0.4	2.0	2.0	2.0	0.5	0.5	0.4	0.5	0.4
ENSG00000207021	Y_RNA	2.0	2.0	1.0	1.0	1.0	1.0	0.8	1.0	0.9	1.0	1.0
ENSG00000207022	ENSG00000207022	0.5	0.5	0.4	3.0	3.0	3.0	1.0				
ENSG00000207023	RNU6-975P	0.5	0.5	0.5	1.0	1.0	2.0					
ENSG00000207029	RNU6-43P	0.7	0.5	0.5	0.3	0.4						
ENSG00000207031	SNORD59A	27.0	29.0	30.0	42.0	36.0	40.0	45.0	13.0	11.0	12.0	3.0
ENSG00000207032	Y_RNA					0.4	0.4					
ENSG00000207034	Y_RNA	15.0	15.0	15.0	26.0	24.0	25.0	17.0	131.0	118.0	134.0	95.0
ENSG00000207036	RNY3P14	4.0	5.0	4.0	2.0	1.0	1.0	1.0	11.0	12.0	12.0	4.0
ENSG00000207041	RNU6-3P				4.0	4.0	4.0		0.3	0.2	0.3	1.0
ENSG00000207042	RNU6-196P	4.0	4.0	4.0	1.0	1.0	1.0	2.0	8.0	9.0	8.0	4.0
ENSG00000207047	SNORD51	0.3	0.4		1.0	0.7	1.0	1.0				
ENSG00000207052	RNU6-378P	2.0	3.0	3.0	0.9	1.0	1.0		2.0	2.0	2.0	
ENSG00000207053	RNU6-937P	3.0	3.0	2.0	2.0	2.0	2.0	0.9	5.0	4.0	4.0	5.0
ENSG00000207058	RNU6-784P			0.1								
ENSG00000207062	SNORA15B-1				0.3	0.3	0.3					0.3
ENSG00000207063	SNORD116-1				3.0	3.0	3.0	5.0				
ENSG00000207072	RNU6-39P						0.2					
ENSG00000207073	Y_RNA	0.3	0.1	0.3	0.6	0.7	0.8		0.8	1.0	1.0	2.0
ENSG00000207083	RNU6-22P											0.3
ENSG00000207086	Y_RNA	7.0	7.0	6.0	2.0	3.0	3.0	0.6	2.0	1.0	2.0	2.0
ENSG00000207087	RNU6-242P	0.5	0.2	0.3	3.0	3.0	3.0	4.0	3.0	3.0	3.0	0.5
ENSG00000207088	SNORA7B	13.0	16.0	13.0	62.0	72.0	58.0	64.0	19.0	22.0	17.0	27.0
ENSG00000207090	RNU6-517P	0.8	1.0	0.9								
ENSG00000207091	Y_RNA	3.0	3.0	3.0	1.0	1.0	2.0	3.0	28.0	27.0	33.0	23.0
ENSG00000207092	Y_RNA	5.0	5.0	5.0	5.0	5.0	6.0	4.0	8.0	6.0	9.0	5.0
ENSG00000207093	SNORD116-8				4.0	5.0	3.0	2.0				
ENSG00000207099	RNU6-166P											0.3
ENSG00000207105	Y_RNA	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.6	0.9	0.3
ENSG00000207109	SNORD38C	8.0	9.0	8.0	13.0	16.0	14.0	7.0	5.0	4.0	5.0	5.0
ENSG00000207110	RNVU1-32	0.8	0.8	0.7	3.0	3.0	2.0	5.0				
ENSG00000207116	RNU6-31P	0.3	0.3	0.3	0.9	0.8	1.0		0.6	0.7	0.6	0.8
ENSG00000207117	Y_RNA	4.0	4.0	3.0	0.4	0.4	0.4	0.3	23.0	23.0	24.0	6.0
ENSG00000207119	U3	0.3	0.3	0.3	0.6	0.7	0.6	0.4	0.2	0.1	0.1	0.3
ENSG00000207128	RNU6-729P	0.7	0.7	0.7	0.6	0.5	0.7	0.5	1.0	1.0	1.0	0.5
ENSG00000207129	RNA5SP187	3.0	3.0	3.0	13.0	14.0	15.0	12.0	0.8	0.8	0.9	2.0
ENSG00000207131	Y_RNA	0.8	0.9	0.9								
ENSG00000207132	Y_RNA								0.3	0.3	0.3	
ENSG00000207133	SNORD116-7				9.0	10.0	10.0	4.0				
ENSG00000207134	RNU6-106P	2.0	2.0	2.0	2.0	2.0	2.0	0.6	1.0	2.0	1.0	2.0
ENSG00000207136	RNU6-769P	1.0	1.0	1.0	1.0	2.0	1.0	2.0	6.0	6.0	6.0	7.0
ENSG00000207137	SNORD116-13	0.3	0.4	0.3	34.0	34.0	35.0	16.0				
ENSG00000207139	Y_RNA	2.0	1.0	1.0	0.5	0.8	0.6	3.0	0.6	0.7	0.7	0.5
ENSG00000207142	Y_RNA	0.3	0.3	0.3	0.5	1.0	0.7					0.3
ENSG00000207144	RNU6-1297P	2.0	2.0	2.0	1.0	2.0	1.0		1.0	1.0	1.0	0.3
ENSG00000207151	Y_RNA	6.0	6.0	5.0	1.0	1.0	1.0	2.0	0.3	0.2	0.3	
ENSG00000207153	RNU6-933P		0.2		16.0	15.0	15.0	9.0				
ENSG00000207155	RNY1P14	1.0	1.0	0.8								
ENSG00000207156	RNU6-505P											0.3
ENSG00000207160	RNU6-1289P	0.4	0.3	0.2	2.0	2.0	2.0	1.0				
ENSG00000207162	RNU6-549P	0.7	0.7	0.7	1.0	2.0	1.0	0.5	0.8	0.9	0.9	1.0
ENSG00000207168	SNORA15	0.6	0.5	0.6	0.4	0.4	0.4					
ENSG00000207170	RNU6-1215P				0.9	1.0	0.6	1.0				
ENSG00000207171	ENSG00000207171	2.0	2.0	1.0	0.4	0.7	0.6		11.0	12.0	12.0	4.0
ENSG00000207172	RNU6-1162P				0.4	0.4	0.4	0.3				
ENSG00000207174	SNORD116-15				4.0	4.0	4.0	3.0				
ENSG00000207175	RNU1-67P	0.8	1.0	0.8				0.8	0.8	1.0	0.7	0.3
ENSG00000207181	SNORA14B	5.0	4.0	4.0	20.0	21.0	23.0	13.0	4.0	5.0	4.0	8.0
ENSG00000207185	RNU6-1157P	2.0	2.0	3.0	6.0	5.0	6.0	4.0	2.0	2.0	2.0	0.3
ENSG00000207186	RNA5SP122		0.1									
ENSG00000207187	SNORA10B	0.2	0.3	0.2	0.7	0.7	0.7	0.5	0.5	0.4	0.5	0.7
ENSG00000207189	Y_RNA	1.0	2.0	2.0	1.0	1.0	1.0	0.7	2.0	2.0	3.0	3.0
ENSG00000207191	SNORD116-5				0.5	0.7	0.4					
ENSG00000207194	RNU6-1026P	3.0	3.0	3.0	2.0	2.0	2.0	1.0	0.3	0.3	0.5	0.3
ENSG00000207195	Y_RNA											0.5
ENSG00000207197	SNORD116-12				3.0	3.0	3.0	0.7				
ENSG00000207199	SNORD38D	11.0	10.0	11.0					5.0	4.0	6.0	5.0
ENSG00000207200	RNU6-45P						0.3	0.3				
ENSG00000207205	RNVU1-15	154.0	194.0	155.0	58.0	57.0	63.0	24.0				
ENSG00000207208	RNU6-790P	0.8	0.7	0.7	1.0	0.9	1.0	0.6	2.0	3.0	3.0	2.0
ENSG00000207217	SNORA80D	3.0	3.0	2.0	5.0	5.0	4.0	6.0	2.0	3.0	2.0	3.0
ENSG00000207221	SNORA70E				1.0	1.0	1.0	2.0				
ENSG00000207223	Y_RNA	3.0	3.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	
ENSG00000207229	Y_RNA							0.7				
ENSG00000207231	Y_RNA	0.8	0.7	0.9	1.0	1.0	2.0	0.6	0.3	0.3	0.3	1.0
ENSG00000207233	SNORA37	15.0	15.0	17.0	21.0	19.0	22.0	13.0	24.0	25.0	25.0	21.0
ENSG00000207234	RNU6-125P	6.0	6.0	6.0	5.0	5.0	4.0	2.0	19.0	18.0	22.0	13.0
ENSG00000207235	Y_RNA					0.4						
ENSG00000207242	RNU6-1065P							0.5				
ENSG00000207243	Y_RNA		0.3									
ENSG00000207245	SNORD116-29				3.0	3.0	4.0	3.0				
ENSG00000207248	RNU6-1005P	7.0	7.0	7.0	2.0	2.0	2.0	0.5	11.0	11.0	11.0	4.0
ENSG00000207256	RNU6-880P							0.3				
ENSG00000207257	RNU6-18P											0.3
ENSG00000207261	RNU6-738P											0.5
ENSG00000207263	SNORD116-16				3.0	3.0	3.0	1.0				
ENSG00000207266	RNU6-1241P										0.3	
ENSG00000207269	RN7SKP62											0.3
ENSG00000207274	SNORA70I	0.2	0.2	0.2					0.3	0.5	0.5	0.5
ENSG00000207279	SNORD116-24		0.3		7.0	7.0	6.0	7.0				
ENSG00000207280	SNORD20	23.0	23.0	22.0	52.0	54.0	58.0	47.0	3.0	3.0	3.0	2.0
ENSG00000207281	Y_RNA	0.4	0.3	0.3	0.4	0.4	0.3	2.0	0.5	0.3	0.5	0.7
ENSG00000207286	Y_RNA	2.0	2.0	2.0								
ENSG00000207290	Y_RNA	0.7	0.7	0.7								
ENSG00000207291	RNU6-30P	1.0	0.5	0.7	2.0	1.0	1.0	6.0	0.3	0.2	0.3	
ENSG00000207292	Y_RNA	0.5	0.4	0.5	0.7	0.9	0.9	0.6	0.3	0.5	0.3	0.5
ENSG00000207293	Y_RNA	0.2				0.4	0.4					
ENSG00000207294	Y_RNA					0.4	0.4					0.4
ENSG00000207298	RNU6-83P				3.0	3.0	3.0					
ENSG00000207305	Y_RNA	0.7	0.7	0.5	0.9	0.9	1.0	1.0	0.3	0.1	0.3	0.3
ENSG00000207306	RNU6-1152P	0.2		0.2	8.0	8.0	8.0	6.0	0.3	0.3	0.4	0.5
ENSG00000207308	RNU6-878P	7.0	7.0	6.0	10.0	9.0	10.0	6.0	1.0	1.0	1.0	1.0
ENSG00000207310	RNU6-1127P	0.7	0.7	0.7								
ENSG00000207313	SNORA2B	12.0	12.0	11.0	25.0	28.0	29.0	15.0	5.0	6.0	5.0	3.0
ENSG00000207320	Y_RNA	0.4	0.4	0.3				0.6				
ENSG00000207322	RNU1-89P	0.2	0.1	0.2					0.2	0.2	0.2	
ENSG00000207325	RNY1P4	3.0	4.0	3.0	4.0	4.0	4.0	0.8	3.0	2.0	3.0	4.0
ENSG00000207326	Y_RNA	0.6	0.6	0.5	0.8	0.8	0.9	0.6	0.3	0.3	0.3	0.6
ENSG00000207327	RNU6-883P	0.2	0.2	0.2	0.5	0.5	0.2	0.3				
ENSG00000207333	RNU6-680P	0.7	0.4	0.6	0.7	1.0	1.0	1.0	0.3	0.1	0.3	
ENSG00000207336	RNU6-658P	2.0	2.0	2.0	2.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0
ENSG00000207340	RNVU1-1	0.2	0.3	0.3	0.5	0.4	0.4		0.4	0.2	0.5	
